epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.0,0.4056254457682371,0.001,0.0,0.6574499607086182
1,0.0,0.35231700725853443,0.001,0.0,0.6541630029678345
2,0.0,0.28135842829942703,0.001,0.0,0.16514502465724945
3,0.0,0.22701348457485437,0.001,0.0,0.2754795551300049
4,0.0,0.20458183903247118,0.001,0.0,0.2817302644252777
5,0.0,0.18295428436249495,0.001,0.0,0.14322373270988464
6,0.0,0.16101250099018216,0.001,0.0,0.1413230299949646
7,0.0,0.12620371533557773,0.001,0.0,0.10358022898435593
8,0.0,0.09887757571414113,0.001,0.0,0.0933755487203598
9,0.0,0.07638512412086129,0.001,0.0,0.07236559689044952
10,0.0,0.0680770711041987,0.001,0.0,0.06119951978325844
11,0.0,0.06176188099198043,0.001,0.0,0.05735133960843086
12,0.0,0.05822190688923001,0.001,0.0,0.06384789198637009
13,0.0,0.05446087382733822,0.001,0.0,0.06603940576314926
14,0.0,0.05179742071777582,0.001,0.0,0.08462972939014435
15,0.0,0.0479647028259933,0.001,0.0,0.12613534927368164
16,0.0,0.04517037165351212,0.001,0.0,0.20388033986091614
17,0.0,0.04323617951013148,0.000100000005,0.0,0.17821161448955536
18,0.0,0.04305305890738964,0.000100000005,0.0,0.1735486388206482
19,0.0,0.042702647391706705,0.000100000005,0.0,0.12377044558525085
20,0.0,0.042481841053813696,0.000100000005,0.0,0.10251139104366302
21,0.0,0.042969051050022244,0.000100000005,0.0,0.11860711872577667
22,0.0,0.04197558620944619,1.0000001e-05,0.0,0.0908295139670372
23,0.0,0.042033926816657186,1.0000001e-05,0.0,0.07667773962020874
24,0.0,0.042044637724757195,1.0000001e-05,0.0,0.06610950827598572
25,0.0,0.04206555406562984,1.0000001e-05,0.0,0.05882702022790909
26,0.0,0.04192063771188259,1.0000001e-05,0.0,0.05468592792749405
27,0.0,0.04193943506106734,1.0000001e-05,0.0,0.05061505734920502
28,0.0,0.04196271323598921,1.0000001e-05,0.0,0.047739457339048386
29,0.0,0.041912311455234885,1.0000001e-05,0.0,0.04509921744465828
30,0.0,0.04197779856622219,1.0000001e-05,0.0,0.04373464360833168
31,0.0,0.0415628463961184,1.0000001e-05,0.0,0.04311072826385498
32,0.0,0.04174065892584622,1.0000001e-05,0.0,0.041824307292699814
33,0.0,0.04145633499138057,1.0000001e-05,0.0,0.04139678180217743
34,0.0,0.04160160548053682,1.0000001e-05,0.0,0.04135052114725113
35,0.0,0.04165704268962145,1.0000001e-05,0.0,0.04114935174584389
36,0.0,0.04150104825384915,1.0000001e-05,0.0,0.040384355932474136
37,0.0,0.041655808221548796,1.0000001e-05,0.0,0.04020223394036293
38,0.0,0.04181652283295989,1.0000001e-05,0.0,0.040048133581876755
39,0.0,0.04141345643438399,1.0000001e-05,0.0,0.03992929309606552
40,0.0,0.04150031809695065,1.0000001e-05,0.0,0.03998152166604996
41,0.0,0.04155197204090655,1.0000001e-05,0.0,0.039976898580789566
42,0.0,0.041357930516824126,1.0000001e-05,0.0,0.04014931991696358
43,0.0,0.041235669516026974,1.0000001e-05,0.0,0.03973859176039696
44,0.0,0.041599582182243466,1.0000001e-05,0.0,0.0397486537694931
45,0.0,0.04128313809633255,1.0000001e-05,0.0,0.03978082537651062
46,0.0,0.0413719133939594,1.0000001e-05,0.0,0.03978541120886803
47,0.0,0.04103925661183894,1.0000001e-05,0.0,0.03957182914018631
48,0.0,0.04101445502601564,1.0000001e-05,0.0,0.03951171785593033
49,0.0,0.04099378967657685,1.0000001e-05,0.0,0.03957207500934601
50,0.0,0.04118016688153148,1.0000001e-05,0.0,0.03942212834954262
51,0.0,0.041220738319680095,1.0000001e-05,0.0,0.03938068449497223
52,0.0,0.04082847898826003,1.0000001e-05,0.0,0.0393778532743454
53,0.0,0.041010266868397593,1.0000001e-05,0.0,0.03939083218574524
54,0.0,0.04100745636969805,1.0000001e-05,0.0,0.03923702612519264
55,0.0,0.04085979610681534,1.0000001e-05,0.0,0.03928956016898155
56,0.0,0.0407564218621701,1.0000001e-05,0.0,0.039191834628582
57,0.0,0.040835458785295486,1.0000001e-05,0.0,0.03921757638454437
58,0.0,0.04090720508247614,1.0000001e-05,0.0,0.03916647657752037
59,0.0,0.040766166523098946,1.0000001e-05,0.0,0.03907458856701851
60,0.0,0.04122172459028661,1.0000001e-05,0.0,0.039177894592285156
61,0.0,0.04049045848660171,1.0000001e-05,0.0,0.039038319140672684
62,0.0,0.04059329954907298,1.0000001e-05,0.0,0.03895678371191025
63,0.0,0.0407614097930491,1.0000001e-05,0.0,0.03896592929959297
64,0.0,0.040721550583839417,1.0000001e-05,0.0,0.038891538977622986
65,0.0,0.0404568228404969,1.0000001e-05,0.0,0.03883710503578186
66,0.0,0.04057296202518046,1.0000001e-05,0.0,0.038780249655246735
67,0.0,0.040368084562942386,1.0000001e-05,0.0,0.038830555975437164
68,0.0,0.040525181917473674,1.0000001e-05,0.0,0.03901878744363785
69,0.0,0.04032600810751319,1.0000001e-05,0.0,0.03878898173570633
70,0.0,0.0402391639072448,1.0000001e-05,0.0,0.03862157464027405
71,0.0,0.04011629754677415,1.0000001e-05,0.0,0.0387825146317482
72,0.0,0.04028090089559555,1.0000001e-05,0.0,0.0386185348033905
73,0.0,0.040144984144717455,1.0000001e-05,0.0,0.0386822484433651
74,0.0,0.040076830657199025,1.0000001e-05,0.0,0.038782089948654175
75,0.0,0.03992650820873678,1.0000001e-05,0.0,0.038674525916576385
76,0.0,0.04046157840639353,1.0000001e-06,0.0,0.038608282804489136
77,0.0,0.040286772418767214,1.0000001e-06,0.0,0.038515109568834305
78,0.0,0.0402490277774632,1.0000001e-06,0.0,0.03848600760102272
79,0.0,0.04010739643126726,1.0000001e-06,0.0,0.038512926548719406
80,0.0,0.03997935145162046,1.0000001e-06,0.0,0.03844371438026428
81,0.0,0.04029354895465076,1.0000001e-06,0.0,0.038433901965618134
82,0.0,0.04004219267517328,1.0000001e-06,0.0,0.038408514112234116
83,0.0,0.04041877971030772,1.0000001e-06,0.0,0.0384138859808445
84,0.0,0.04013197449967265,1.0000001e-06,0.0,0.03842557221651077
85,0.0,0.04045646940357983,1.0000001e-06,0.0,0.038404203951358795
86,0.0,0.040385896572843194,1.0000001e-06,0.0,0.0384056493639946
87,0.0,0.040132000809535384,1.0000001e-06,0.0,0.0384141281247139
88,0.0,0.04031995288096368,1e-06,0.0,0.038400910794734955
89,0.0,0.04002859489992261,1e-06,0.0,0.038408853113651276
90,0.0,0.040078565245494246,1e-06,0.0,0.03839316591620445
91,0.0,0.04040653258562088,1e-06,0.0,0.03841892629861832
92,0.0,0.0404284258838743,1e-06,0.0,0.03837767243385315
93,0.0,0.040212759748101234,1e-06,0.0,0.03837553784251213
94,0.0,0.040384459774941206,1e-06,0.0,0.038382638245821
95,0.0,0.03990345587953925,1e-06,0.0,0.038395822048187256
96,0.0,0.04028038331307471,1e-06,0.0,0.03836843743920326
97,0.0,0.0400265883654356,1e-06,0.0,0.0383710153400898
98,0.0,0.03992570634000003,1e-06,0.0,0.038373298943042755
99,0.0,0.03992762905545533,1e-06,0.0,0.03836028650403023
