epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.0025954763,0.7494593687441157,0.001,0.004414261318743229,0.37765344977378845
1,0.0027437895,0.21881793662049304,0.001,0.0047538201324641705,0.17958268523216248
2,0.0027437895,0.10938287945999496,0.001,0.004414261318743229,0.10497111082077026
3,0.0027437895,0.07333443313837051,0.001,0.004414261318743229,0.07932551950216293
4,0.0028179458,0.054604867066460096,0.001,0.004414261318743229,0.06287910044193268
5,0.0028921023,0.043349057007795094,0.001,0.004414261318743229,0.05170956999063492
6,0.0027437895,0.0383174419188979,0.001,0.004074702970683575,0.04986657202243805
7,0.0025954763,0.034594506689015474,0.001,0.004074702970683575,0.0598839595913887
8,0.002669633,0.03219655595034703,0.001,0.004414261318743229,0.035200413316488266
9,0.0027437895,0.030465728892334575,0.001,0.004414261318743229,0.03168460726737976
10,0.0027437895,0.02896744318991557,0.001,0.004074702970683575,0.058756425976753235
11,0.0028179458,0.027994942048500324,0.001,0.004414261318743229,0.08339034020900726
12,0.0027437895,0.02740530481283692,0.001,0.004074702970683575,0.05756548047065735
13,0.002669633,0.02654425766661592,0.001,0.004074702970683575,0.03707515820860863
14,0.0027437895,0.026236140993477285,0.001,0.004414261318743229,0.052375804632902145
15,0.0028179458,0.02521346967624522,0.000100000005,0.004414261318743229,0.026143386960029602
16,0.0027437895,0.024780338244705366,0.000100000005,0.004074702970683575,0.021643461659550667
17,0.0027437895,0.024906525388360023,0.000100000005,0.004414261318743229,0.023980507627129555
18,0.0028179458,0.02451220910525185,0.000100000005,0.004414261318743229,0.02683640830218792
19,0.002669633,0.02450437608292733,0.000100000005,0.004074702970683575,0.04046841710805893
20,0.002669633,0.02448242003547734,0.000100000005,0.004074702970683575,0.0466303713619709
21,0.002669633,0.02424472200031253,0.000100000005,0.004074702970683575,0.033645931631326675
22,0.0027437895,0.024090274076523453,1.0000001e-05,0.004074702970683575,0.02586197294294834
23,0.002669633,0.024050175865319955,1.0000001e-05,0.004074702970683575,0.02879050374031067
24,0.0028921023,0.02403748240964166,1.0000001e-05,0.004074702970683575,0.028337014839053154
25,0.0027437895,0.024198791932785648,1.0000001e-05,0.004074702970683575,0.02593647688627243
26,0.002669633,0.02406255246793059,1.0000001e-05,0.004074702970683575,0.02234034053981304
27,0.0025954763,0.024192179628144735,1.0000001e-06,0.004074702970683575,0.030277129262685776
28,0.002669633,0.02400841863676049,1.0000001e-06,0.004074702970683575,0.026781106367707253
29,0.0027437895,0.023952753379427153,1.0000001e-06,0.004074702970683575,0.02398405782878399
30,0.0027437895,0.024093431013839685,1.0000001e-06,0.004074702970683575,0.026304883882403374
31,0.002669633,0.024115983675094856,1.0000001e-06,0.004074702970683575,0.020839618518948555
32,0.002669633,0.024199367918331046,1.0000001e-06,0.004074702970683575,0.022406265139579773
33,0.0027437895,0.023954076328496825,1.0000001e-06,0.004074702970683575,0.029252709820866585
34,0.0025954763,0.02404528473043579,1.0000001e-06,0.004074702970683575,0.02804374322295189
35,0.002669633,0.024001679543791146,1.0000001e-06,0.004074702970683575,0.031239015981554985
36,0.002669633,0.02402639187786771,1.0000001e-06,0.004074702970683575,0.030176114290952682
37,0.0027437895,0.02406357589509638,1e-06,0.004074702970683575,0.031126508489251137
38,0.002669633,0.023999622798171538,1e-06,0.004414261318743229,0.019027257338166237
39,0.002669633,0.024045449617350924,1e-06,0.004074702970683575,0.020894953981041908
40,0.002669633,0.024057949903881413,1e-06,0.004074702970683575,0.02367197349667549
41,0.002669633,0.024095728950596404,1e-06,0.004074702970683575,0.025387287139892578
42,0.0025954763,0.024160168893720912,1e-06,0.004074702970683575,0.02694776840507984
43,0.0027437895,0.024055836636615896,1e-06,0.004074702970683575,0.023093493655323982
44,0.002669633,0.02403483055960173,1e-06,0.004074702970683575,0.032818231731653214
45,0.0027437895,0.024033733868393404,1e-06,0.004074702970683575,0.031583014875650406
46,0.0027437895,0.024099075460228426,1e-06,0.004074702970683575,0.027182206511497498
47,0.002669633,0.02423969360774961,1e-06,0.004074702970683575,0.028214039281010628
48,0.0027437895,0.024059661417856985,1e-06,0.004074702970683575,0.025638895109295845
49,0.0027437895,0.024131154234724485,1e-06,0.004074702970683575,0.023989081382751465
50,0.002669633,0.023948757877123767,1e-06,0.004074702970683575,0.029516803100705147
51,0.0027437895,0.02390142301118922,1e-06,0.004074702970683575,0.035817958414554596
52,0.0025954763,0.023978081970721824,1e-06,0.004074702970683575,0.027868809178471565
53,0.0027437895,0.024065465623534274,1e-06,0.004414261318743229,0.02299797534942627
